product_id,week_start,units_received
50,2025-12-22,16
50,2025-12-29,16
50,2026-01-05,14
50,2026-01-12,19
51,2025-11-24,64
51,2025-12-01,54
51,2025-12-08,43
51,2025-12-15,45
51,2025-12-22,52
51,2025-12-29,39
51,2026-01-05,55
51,2026-01-12,46
52,2025-11-24,80
52,2025-12-01,68
52,2025-12-08,38
52,2025-12-15,58
52,2025-12-22,63
52,2025-12-29,54
52,2026-01-05,56
52,2026-01-12,60
53,2025-11-24,97
53,2025-12-01,51
53,2025-12-08,57
53,2025-12-15,48
53,2025-12-22,83
53,2025-12-29,67
53,2026-01-05,34
53,2026-01-12,67
54,2025-11-24,53
54,2025-12-01,26
54,2025-12-08,25
54,2025-12-15,62
54,2025-12-22,58
54,2025-12-29,44
54,2026-01-05,47
54,2026-01-12,25
55,2025-11-24,9
55,2025-12-01,14
55,2025-12-08,16
55,2025-12-15,18
55,2025-12-22,14
55,2025-12-29,9
55,2026-01-05,14
55,2026-01-12,12
56,2025-11-24,14
56,2025-12-01,17
56,2025-12-08,14
56,2025-12-15,13
56,2025-12-22,13
56,2025-12-29,10
56,2026-01-05,20
56,2026-01-12,14
57,2025-11-24,19
57,2025-12-01,27
57,2025-12-08,24
57,2025-12-15,25
57,2025-12-22,27
57,2025-12-29,30
57,2026-01-05,24
57,2026-01-12,19
58,2025-11-24,8
58,2025-12-01,13
58,2025-12-08,16
58,2025-12-15,16
58,2025-12-22,11
58,2025-12-29,8
58,2026-01-05,16
58,2026-01-12,14
59,2025-11-24,84
59,2025-12-01,92
59,2025-12-08,81
59,2025-12-15,81
59,2025-12-22,84
59,2025-12-29,76
59,2026-01-05,70
59,2026-01-12,76
60,2025-11-24,33
60,2025-12-01,29
60,2025-12-08,28
60,2025-12-15,20
60,2025-12-22,32
60,2025-12-29,32
60,2026-01-05,19
60,2026-01-12,24
61,2025-11-24,39
61,2025-12-01,48
61,2025-12-08,77
61,2025-12-15,40
61,2025-12-22,35
61,2025-12-29,62
61,2026-01-05,69
61,2026-01-12,59
62,2025-11-24,38
62,2025-12-01,45
62,2025-12-08,49
62,2025-12-15,36
62,2025-12-22,43
62,2025-12-29,45
62,2026-01-05,31
62,2026-01-12,44
63,2025-11-24,18
63,2025-12-01,14
63,2025-12-08,22
63,2025-12-15,18
63,2025-12-22,19
63,2025-12-29,20
63,2026-01-05,21
63,2026-01-12,18
64,2025-11-24,24
64,2025-12-01,43
64,2025-12-08,17
64,2025-12-15,20
64,2025-12-22,39
64,2025-12-29,47
64,2026-01-05,48
64,2026-01-12,49
65,2025-11-24,21
65,2025-12-01,14
65,2025-12-08,15
65,2025-12-15,7
65,2025-12-22,14
65,2025-12-29,18
65,2026-01-05,17
65,2026-01-12,6
66,2025-11-24,38
66,2025-12-01,16
66,2025-12-08,44
66,2025-12-15,34
66,2025-12-22,27
66,2025-12-29,31
66,2026-01-05,27
66,2026-01-12,36
67,2025-11-24,29
67,2025-12-01,28
67,2025-12-08,31
67,2025-12-15,31
67,2025-12-22,35
67,2025-12-29,41
67,2026-01-05,33
67,2026-01-12,19
68,2025-11-24,76
68,2025-12-01,46
68,2025-12-08,69
68,2025-12-15,68
68,2025-12-22,73
68,2025-12-29,54
68,2026-01-05,74
68,2026-01-12,98
69,2025-11-24,85
69,2025-12-01,103
69,2025-12-08,86
69,2025-12-15,47
69,2025-12-22,61
69,2025-12-29,107
69,2026-01-05,83
69,2026-01-12,75
70,2025-11-24,82
70,2025-12-01,69
70,2025-12-08,67
70,2025-12-15,84
70,2025-12-22,70
70,2025-12-29,40
70,2026-01-05,76
70,2026-01-12,57
71,2025-11-24,31
71,2025-12-01,39
71,2025-12-08,50
71,2025-12-15,33
71,2025-12-22,51
71,2025-12-29,52
71,2026-01-05,53
71,2026-01-12,28
72,2025-11-24,57
72,2025-12-01,57
72,2025-12-08,103
72,2025-12-15,76
72,2025-12-22,41
72,2025-12-29,81
72,2026-01-05,85
72,2026-01-12,53
73,2025-11-24,68
73,2025-12-01,45
73,2025-12-08,41
73,2025-12-15,90
73,2025-12-22,53
73,2025-12-29,45
73,2026-01-05,63
73,2026-01-12,107
74,2025-11-24,19
74,2025-12-01,20
74,2025-12-08,39
74,2025-12-15,38
74,2025-12-22,41
74,2025-12-29,30
74,2026-01-05,36
74,2026-01-12,36
75,2025-11-24,33
75,2025-12-01,68
75,2025-12-08,52
75,2025-12-15,49
75,2025-12-22,29
75,2025-12-29,58
75,2026-01-05,53
75,2026-01-12,51
76,2025-11-24,28
76,2025-12-01,27
76,2025-12-08,32
76,2025-12-15,30
76,2025-12-22,28
76,2025-12-29,17
76,2026-01-05,20
76,2026-01-12,29
77,2025-11-24,30
77,2025-12-01,69
77,2025-12-08,71
77,2025-12-15,58
77,2025-12-22,48
77,2025-12-29,68
77,2026-01-05,52
77,2026-01-12,22
78,2025-11-24,9
78,2025-12-01,6
78,2025-12-08,9
78,2025-12-15,7
78,2025-12-22,8
78,2025-12-29,5
78,2026-01-05,10
78,2026-01-12,11
79,2025-11-24,25
79,2025-12-01,30
79,2025-12-08,19
79,2025-12-15,32
79,2025-12-22,29
79,2025-12-29,39
79,2026-01-05,30
79,2026-01-12,35
80,2025-11-24,45
80,2025-12-01,56
80,2025-12-08,61
80,2025-12-15,99
80,2025-12-22,75
80,2025-12-29,55
80,2026-01-05,59
80,2026-01-12,32
81,2025-11-24,69
81,2025-12-01,46
81,2025-12-08,61
81,2025-12-15,43
81,2025-12-22,47
81,2025-12-29,71
81,2026-01-05,47
81,2026-01-12,49
82,2025-11-24,70
82,2025-12-01,79
82,2025-12-08,39
82,2025-12-15,59
82,2025-12-22,61
82,2025-12-29,62
82,2026-01-05,48
82,2026-01-12,51
83,2025-11-24,89
83,2025-12-01,73
83,2025-12-08,53
83,2025-12-15,44
83,2025-12-22,58
83,2025-12-29,65
83,2026-01-05,84
83,2026-01-12,75
84,2025-11-24,52
84,2025-12-01,35
84,2025-12-08,33
84,2025-12-15,38
84,2025-12-22,38
84,2025-12-29,24
84,2026-01-05,38
84,2026-01-12,55
85,2025-11-24,51
85,2025-12-01,58
85,2025-12-08,37
85,2025-12-15,29
85,2025-12-22,34
85,2025-12-29,59
85,2026-01-05,55
85,2026-01-12,53
86,2025-11-24,19
86,2025-12-01,18
86,2025-12-08,16
86,2025-12-15,16
86,2025-12-22,21
86,2025-12-29,14
86,2026-01-05,11
86,2026-01-12,17
87,2025-11-24,41
87,2025-12-01,55
87,2025-12-08,52
87,2025-12-15,49
87,2025-12-22,45
87,2025-12-29,51
87,2026-01-05,43
87,2026-01-12,41
88,2025-11-24,72
88,2025-12-01,47
88,2025-12-08,51
88,2025-12-15,90
88,2025-12-22,66
88,2025-12-29,52
88,2026-01-05,58
88,2026-01-12,85
89,2025-11-24,12
89,2025-12-01,39
89,2025-12-08,18
89,2025-12-15,44
89,2025-12-22,44
89,2025-12-29,27
89,2026-01-05,37
89,2026-01-12,38
90,2025-11-24,10
90,2025-12-01,11
90,2025-12-08,12
90,2025-12-15,15
90,2025-12-22,10
90,2025-12-29,15
90,2026-01-05,10
90,2026-01-12,15
91,2025-11-24,23
91,2025-12-01,31
91,2025-12-08,14
91,2025-12-15,22
91,2025-12-22,26
91,2025-12-29,23
91,2026-01-05,27
91,2026-01-12,22
92,2025-11-24,26
92,2025-12-01,42
92,2025-12-08,48
92,2025-12-15,53
92,2025-12-22,58
92,2025-12-29,30
92,2026-01-05,61
92,2026-01-12,81
93,2025-11-24,49
93,2025-12-01,50
93,2025-12-08,74
93,2025-12-15,94
93,2025-12-22,43
93,2025-12-29,70
93,2026-01-05,94
93,2026-01-12,56
94,2025-11-24,46
94,2025-12-01,37
94,2025-12-08,44
94,2025-12-15,35
94,2025-12-22,45
94,2025-12-29,54
94,2026-01-05,46
94,2026-01-12,40
95,2025-11-24,108
95,2025-12-01,116
95,2025-12-08,109
95,2025-12-15,66
95,2025-12-22,76
95,2025-12-29,81
95,2026-01-05,80
95,2026-01-12,66
96,2025-11-24,32
96,2025-12-01,35
96,2025-12-08,29
96,2025-12-15,39
96,2025-12-22,46
96,2025-12-29,27
96,2026-01-05,32
96,2026-01-12,26
97,2025-11-24,68
97,2025-12-01,31
97,2025-12-08,47
97,2025-12-15,36
97,2025-12-22,55
97,2025-12-29,32
97,2026-01-05,48
97,2026-01-12,62
98,2025-11-24,31
98,2025-12-01,25
98,2025-12-08,26
98,2025-12-15,22
98,2025-12-22,27
98,2025-12-29,36
98,2026-01-05,30
98,2026-01-12,36
99,2025-11-24,68
99,2025-12-01,37
99,2025-12-08,33
99,2025-12-15,71
99,2025-12-22,37
99,2025-12-29,29
99,2026-01-05,35
99,2026-01-12,60
100,2025-11-24,73
100,2025-12-01,71
100,2025-12-08,90
100,2025-12-15,49
100,2025-12-22,69
100,2025-12-29,32
100,2026-01-05,47
100,2026-01-12,56
101,2025-11-24,25
101,2025-12-01,19
101,2025-12-08,24
101,2025-12-15,25
101,2025-12-22,20
101,2025-12-29,21
101,2026-01-05,26
101,2026-01-12,15
102,2025-11-24,11
102,2025-12-01,8
102,2025-12-08,15
102,2025-12-15,7
102,2025-12-22,9
102,2025-12-29,11
102,2026-01-05,11
102,2026-01-12,18
103,2025-11-24,57
103,2025-12-01,70
103,2025-12-08,67
103,2025-12-15,100
103,2025-12-22,53
103,2025-12-29,78
103,2026-01-05,109
103,2026-01-12,91
104,2025-11-24,25
104,2025-12-01,35
104,2025-12-08,32
104,2025-12-15,27
104,2025-12-22,36
104,2025-12-29,28
104,2026-01-05,11
104,2026-01-12,30
105,2025-11-24,10
105,2025-12-01,11
105,2025-12-08,13
105,2025-12-15,10
105,2025-12-22,7
105,2025-12-29,7
105,2026-01-05,8
105,2026-01-12,10
106,2025-11-24,28
106,2025-12-01,28
106,2025-12-08,9
106,2025-12-15,28
106,2025-12-22,19
106,2025-12-29,15
106,2026-01-05,21
106,2026-01-12,22
107,2025-11-24,59
107,2025-12-01,59
107,2025-12-08,37
107,2025-12-15,78
107,2025-12-22,22
107,2025-12-29,65
107,2026-01-05,55
107,2026-01-12,85
108,2025-11-24,67
108,2025-12-01,92
108,2025-12-08,80
108,2025-12-15,57
108,2025-12-22,58
108,2025-12-29,63
108,2026-01-05,72
108,2026-01-12,64
109,2025-11-24,9
109,2025-12-01,6
109,2025-12-08,9
109,2025-12-15,9
109,2025-12-22,6
109,2025-12-29,10
109,2026-01-05,8
109,2026-01-12,7
110,2025-11-24,27
110,2025-12-01,21
110,2025-12-08,24
110,2025-12-15,26
110,2025-12-22,12
110,2025-12-29,24
110,2026-01-05,25
110,2026-01-12,22
111,2025-11-24,30
111,2025-12-01,23
111,2025-12-08,31
111,2025-12-15,17
111,2025-12-22,28
111,2025-12-29,26
111,2026-01-05,27
111,2026-01-12,21
112,2025-11-24,63
112,2025-12-01,77
112,2025-12-08,32
112,2025-12-15,75
112,2025-12-22,50
112,2025-12-29,46
112,2026-01-05,68
112,2026-01-12,39
113,2025-11-24,43
113,2025-12-01,39
113,2025-12-08,60
113,2025-12-15,35
113,2025-12-22,44
113,2025-12-29,24
113,2026-01-05,60
113,2026-01-12,31
114,2025-11-24,36
114,2025-12-01,73
114,2025-12-08,62
114,2025-12-15,59
114,2025-12-22,45
114,2025-12-29,69
114,2026-01-05,50
114,2026-01-12,55
115,2025-11-24,51
115,2025-12-01,53
115,2025-12-08,57
115,2025-12-15,61
115,2025-12-22,45
115,2025-12-29,54
115,2026-01-05,68
115,2026-01-12,37
116,2025-11-24,54
116,2025-12-01,55
116,2025-12-08,66
116,2025-12-15,59
116,2025-12-22,56
116,2025-12-29,99
116,2026-01-05,62
116,2026-01-12,84
117,2025-11-24,74
117,2025-12-01,92
117,2025-12-08,84
117,2025-12-15,72
117,2025-12-22,76
117,2025-12-29,61
117,2026-01-05,96
117,2026-01-12,102
118,2025-11-24,47
118,2025-12-01,45
118,2025-12-08,45
118,2025-12-15,39
118,2025-12-22,26
118,2025-12-29,48
118,2026-01-05,16
118,2026-01-12,30
119,2025-11-24,10
119,2025-12-01,6
119,2025-12-08,10
119,2025-12-15,8
119,2025-12-22,9
119,2025-12-29,9
119,2026-01-05,8
119,2026-01-12,12
120,2025-11-24,20
120,2025-12-01,16
120,2025-12-08,20
120,2025-12-15,26
120,2025-12-22,20
120,2025-12-29,14
120,2026-01-05,18
120,2026-01-12,14
121,2025-11-24,33
121,2025-12-01,36
121,2025-12-08,64
121,2025-12-15,77
121,2025-12-22,65
121,2025-12-29,44
121,2026-01-05,42
121,2026-01-12,72
122,2025-11-24,77
122,2025-12-01,61
122,2025-12-08,30
122,2025-12-15,56
122,2025-12-22,57
122,2025-12-29,47
122,2026-01-05,45
122,2026-01-12,75
123,2025-11-24,23
123,2025-12-01,20
123,2025-12-08,20
123,2025-12-15,25
123,2025-12-22,31
123,2025-12-29,24
123,2026-01-05,24
123,2026-01-12,26
124,2025-11-24,38
124,2025-12-01,59
124,2025-12-08,73
124,2025-12-15,61
124,2025-12-22,45
124,2025-12-29,68
124,2026-01-05,75
124,2026-01-12,64
125,2025-11-24,40
125,2025-12-01,31
125,2025-12-08,45
125,2025-12-15,34
125,2025-12-22,33
125,2025-12-29,31
125,2026-01-05,35
125,2026-01-12,32
126,2025-11-24,23
126,2025-12-01,17
126,2025-12-08,26
126,2025-12-15,25
126,2025-12-22,19
126,2025-12-29,14
126,2026-01-05,22
126,2026-01-12,24
127,2025-11-24,17
127,2025-12-01,21
127,2025-12-08,16
127,2025-12-15,19
127,2025-12-22,12
127,2025-12-29,16
127,2026-01-05,6
127,2026-01-12,11
128,2025-11-24,102
128,2025-12-01,65
128,2025-12-08,64
128,2025-12-15,99
128,2025-12-22,69
128,2025-12-29,68
128,2026-01-05,62
128,2026-01-12,90
129,2025-11-24,25
129,2025-12-01,20
129,2025-12-08,13
129,2025-12-15,24
129,2025-12-22,20
129,2025-12-29,27
129,2026-01-05,40
129,2026-01-12,35
130,2025-11-24,63
130,2025-12-01,45
130,2025-12-08,83
130,2025-12-15,86
130,2025-12-22,67
130,2025-12-29,94
130,2026-01-05,95
130,2026-01-12,87
131,2025-11-24,35
131,2025-12-01,36
131,2025-12-08,32
131,2025-12-15,27
131,2025-12-22,27
131,2025-12-29,38
131,2026-01-05,33
131,2026-01-12,20
132,2025-11-24,16
132,2025-12-01,15
132,2025-12-08,17
132,2025-12-15,12
132,2025-12-22,15
132,2025-12-29,12
132,2026-01-05,17
132,2026-01-12,16
133,2025-11-24,14
133,2025-12-01,15
133,2025-12-08,9
133,2025-12-15,17
133,2025-12-22,15
133,2025-12-29,12
133,2026-01-05,10
133,2026-01-12,8
134,2025-11-24,41
134,2025-12-01,49
134,2025-12-08,40
134,2025-12-15,34
134,2025-12-22,30
134,2025-12-29,33
134,2026-01-05,33
134,2026-01-12,38
135,2025-11-24,40
135,2025-12-01,30
135,2025-12-08,36
135,2025-12-15,46
135,2025-12-22,50
135,2025-12-29,31
135,2026-01-05,33
135,2026-01-12,29
136,2025-11-24,32
136,2025-12-01,29
136,2025-12-08,26
136,2025-12-15,38
136,2025-12-22,39
136,2025-12-29,15
136,2026-01-05,26
136,2026-01-12,36
137,2025-11-24,26
137,2025-12-01,25
137,2025-12-08,37
137,2025-12-15,46
137,2025-12-22,47
137,2025-12-29,39
137,2026-01-05,60
137,2026-01-12,31
138,2025-11-24,28
138,2025-12-01,22
138,2025-12-08,11
138,2025-12-15,19
138,2025-12-22,19
138,2025-12-29,21
138,2026-01-05,32
138,2026-01-12,19
139,2025-11-24,45
139,2025-12-01,44
139,2025-12-08,57
139,2025-12-15,58
139,2025-12-22,40
139,2025-12-29,52
139,2026-01-05,45
139,2026-01-12,44
140,2025-11-24,33
140,2025-12-01,35
140,2025-12-08,29
140,2025-12-15,34
140,2025-12-22,20
140,2025-12-29,38
140,2026-01-05,21
140,2026-01-12,26
141,2025-11-24,13
141,2025-12-01,11
141,2025-12-08,10
141,2025-12-15,9
141,2025-12-22,6
141,2025-12-29,11
141,2026-01-05,11
141,2026-01-12,8
142,2025-11-24,66
142,2025-12-01,53
142,2025-12-08,50
142,2025-12-15,28
142,2025-12-22,56
142,2025-12-29,37
142,2026-01-05,34
142,2026-01-12,86
143,2025-11-24,25
143,2025-12-01,36
143,2025-12-08,28
143,2025-12-15,15
143,2025-12-22,30
143,2025-12-29,27
143,2026-01-05,13
143,2026-01-12,22
144,2025-11-24,25
144,2025-12-01,23
144,2025-12-08,25
144,2025-12-15,27
144,2025-12-22,14
144,2025-12-29,23
144,2026-01-05,16
144,2026-01-12,18
145,2025-11-24,63
145,2025-12-01,71
145,2025-12-08,60
145,2025-12-15,81
145,2025-12-22,110
145,2025-12-29,57
145,2026-01-05,58
145,2026-01-12,83
146,2025-11-24,60
146,2025-12-01,73
146,2025-12-08,53
146,2025-12-15,66
146,2025-12-22,88
146,2025-12-29,63
146,2026-01-05,43
146,2026-01-12,46
147,2025-11-24,53
147,2025-12-01,66
147,2025-12-08,75
147,2025-12-15,82
147,2025-12-22,113
147,2025-12-29,69
147,2026-01-05,48
147,2026-01-12,82
148,2025-11-24,25
148,2025-12-01,19
148,2025-12-08,16
148,2025-12-15,16
148,2025-12-22,28
148,2025-12-29,15
148,2026-01-05,16
148,2026-01-12,11
149,2025-11-24,46
149,2025-12-01,39
149,2025-12-08,36
149,2025-12-15,46
149,2025-12-22,39
149,2025-12-29,29
149,2026-01-05,52
149,2026-01-12,47
150,2025-11-24,104
150,2025-12-01,109
150,2025-12-08,97
150,2025-12-15,75
150,2025-12-22,100
150,2025-12-29,57
150,2026-01-05,68
150,2026-01-12,70
151,2025-11-24,26
151,2025-12-01,20
151,2025-12-08,49
151,2025-12-15,33
151,2025-12-22,46
151,2025-12-29,41
151,2026-01-05,46
151,2026-01-12,52
152,2025-11-24,37
152,2025-12-01,41
152,2025-12-08,34
152,2025-12-15,27
152,2025-12-22,41
152,2025-12-29,28
152,2026-01-05,32
152,2026-01-12,28
153,2025-11-24,30
153,2025-12-01,23
153,2025-12-08,27
153,2025-12-15,44
153,2025-12-22,28
153,2025-12-29,31
153,2026-01-05,35
153,2026-01-12,37
154,2025-11-24,25
154,2025-12-01,35
154,2025-12-08,30
154,2025-12-15,24
154,2025-12-22,15
154,2025-12-29,30
154,2026-01-05,25
154,2026-01-12,24
155,2025-11-24,74
155,2025-12-01,37
155,2025-12-08,74
155,2025-12-15,49
155,2025-12-22,84
155,2025-12-29,47
155,2026-01-05,98
155,2026-01-12,113
156,2025-11-24,10
156,2025-12-01,9
156,2025-12-08,8
156,2025-12-15,13
156,2025-12-22,11
156,2025-12-29,15
156,2026-01-05,8
156,2026-01-12,8
157,2025-11-24,56
157,2025-12-01,100
157,2025-12-08,64
157,2025-12-15,79
157,2025-12-22,58
157,2025-12-29,54
157,2026-01-05,77
157,2026-01-12,36
158,2025-11-24,36
158,2025-12-01,47
158,2025-12-08,50
158,2025-12-15,21
158,2025-12-22,31
158,2025-12-29,49
158,2026-01-05,39
158,2026-01-12,31
159,2025-11-24,79
159,2025-12-01,37
159,2025-12-08,57
159,2025-12-15,61
159,2025-12-22,44
159,2025-12-29,59
